ecg_id,channel-0,channel-1,channel-2,channel-3,channel-4,channel-5,channel-6,channel-7,channel-8,channel-9,channel-10,channel-11
1,0.01,-0.022,-0.032,0.007,0.021,-0.027,-0.022,-0.036,-0.011,-0.024,-0.02,-0.06
1,0.008,-0.02,-0.028,0.006,0.018,-0.024,-0.02,-0.031,-0.01,-0.019,-0.014,-0.06
1,0.004,-0.019,-0.023,0.008,0.013,-0.02,-0.017,-0.026,-0.009,-0.022,-0.022,-0.057
1,0.009,-0.022,-0.031,0.007,0.02,-0.026,-0.016,-0.023,-0.004,-0.024,-0.031,-0.053
1,-0.003,-0.017,-0.014,0.01,0.005,-0.015,-0.012,-0.016,0.001,-0.018,-0.03,-0.05
1,0.015,0.0,-0.015,-0.007,0.015,-0.008,0.008,-0.017,0.004,-0.013,-0.031,-0.047
1,0.018,0.018,0.0,-0.018,0.009,0.009,0.008,-0.028,0.012,-0.007,-0.029,-0.042
1,-0.021,0.01,0.032,0.005,-0.027,0.021,-0.006,-0.025,0.002,-0.001,-0.032,-0.032
1,-0.03,0.016,0.046,0.007,-0.038,0.031,-0.019,0.003,-0.004,0.003,-0.023,0.003
1,0.007,0.051,0.044,-0.03,-0.019,0.047,-0.017,0.032,0.034,0.015,-0.004,0.043
1,0.011,0.057,0.047,-0.035,-0.018,0.052,0.007,0.028,0.04,0.019,0.002,0.077
1,0.042,0.084,0.042,-0.064,0.0,0.063,-0.001,0.008,0.012,0.001,0.014,0.109
1,0.067,0.083,0.016,-0.075,0.025,0.049,-0.036,0.024,0.031,0.019,0.04,0.142
1,0.071,0.07,-0.001,-0.071,0.036,0.035,-0.041,0.073,0.07,0.057,0.053,0.164
1,0.093,0.079,-0.014,-0.086,0.053,0.032,-0.04,0.062,0.06,0.058,0.046,0.171
1,0.033,0.015,-0.018,-0.024,0.026,-0.001,-0.04,0.044,0.032,0.031,0.032,0.174
1,-0.004,-0.042,-0.038,0.023,0.017,-0.039,-0.039,0.026,0.003,-0.01,-0.004,0.137
1,0.03,-0.025,-0.054,-0.003,0.042,-0.039,-0.041,0.017,-0.01,-0.027,-0.03,0.112
1,0.023,-0.036,-0.059,0.006,0.042,-0.047,-0.035,0.015,-0.016,-0.04,-0.028,0.099
1,-0.004,-0.067,-0.064,0.036,0.03,-0.065,-0.032,0.012,-0.024,-0.042,-0.036,0.082
1,0.002,-0.051,-0.053,0.025,0.028,-0.052,-0.022,0.022,-0.018,-0.038,-0.055,0.073
1,-0.006,-0.054,-0.048,0.03,0.021,-0.051,-0.021,0.011,-0.01,-0.038,-0.056,0.059
1,0.006,-0.039,-0.045,0.017,0.025,-0.042,0.038,0.152,0.021,-0.024,-0.046,0.054
1,0.103,0.111,0.008,-0.107,0.047,0.06,0.094,0.363,0.291,0.196,0.116,0.152
1,0.44,0.361,-0.079,-0.4,0.259,0.141,-0.129,0.316,0.62,0.599,0.497,0.441
1,0.539,0.358,-0.181,-0.449,0.36,0.088,-0.53,-0.564,0.108,0.367,0.53,0.602
1,0.16,0.087,-0.072,-0.123,0.116,0.007,-0.687,-1.327,-0.594,-0.208,0.182,0.472
1,0.027,-0.027,-0.053,0.0,0.04,-0.04,-0.524,-0.905,-0.506,-0.279,0.012,0.305
1,-0.008,-0.053,-0.046,0.03,0.019,-0.049,-0.269,-0.382,-0.254,-0.179,-0.048,0.175
1,-0.052,-0.079,-0.027,0.066,-0.012,-0.053,-0.083,-0.108,-0.092,-0.099,-0.085,0.103
1,-0.009,-0.057,-0.048,0.033,0.02,-0.052,-0.044,0.015,-0.019,-0.055,-0.077,0.09
1,-0.022,-0.049,-0.027,0.036,0.003,-0.038,-0.026,0.035,-0.027,-0.057,-0.078,0.081
1,0.008,-0.043,-0.051,0.017,0.03,-0.047,0.008,0.086,-0.01,-0.034,-0.074,0.078
1,0.013,-0.037,-0.05,0.012,0.032,-0.043,0.009,0.073,-0.011,-0.044,-0.072,0.073
1,0.013,-0.035,-0.048,0.011,0.031,-0.041,0.015,0.084,0.0,-0.046,-0.053,0.069
1,0.027,-0.027,-0.054,0.0,0.04,-0.041,0.018,0.077,0.001,-0.044,-0.045,0.064
1,0.012,-0.026,-0.038,0.007,0.026,-0.032,0.024,0.081,0.007,-0.041,-0.044,0.061
1,-0.005,-0.059,-0.054,0.032,0.025,-0.056,0.027,0.079,0.011,-0.039,-0.04,0.059
1,0.015,-0.049,-0.065,0.017,0.04,-0.057,0.034,0.085,0.015,-0.039,-0.038,0.06
1,0.004,-0.039,-0.043,0.018,0.023,-0.041,0.033,0.106,0.02,-0.032,-0.035,0.059
1,0.009,-0.038,-0.047,0.015,0.028,-0.042,0.03,0.107,0.02,-0.026,-0.033,0.061
1,0.032,-0.031,-0.063,-0.001,0.048,-0.047,0.03,0.113,0.021,-0.019,-0.026,0.057
1,0.03,-0.025,-0.055,-0.002,0.042,-0.04,0.028,0.115,0.025,-0.012,-0.021,0.054
1,0.046,-0.009,-0.055,-0.018,0.051,-0.032,0.025,0.125,0.026,-0.006,-0.017,0.053
1,0.012,-0.036,-0.049,0.012,0.03,-0.042,0.023,0.133,0.02,-0.019,-0.009,0.046
1,0.03,-0.021,-0.051,-0.004,0.041,-0.036,0.046,0.156,0.032,-0.018,-0.006,0.064
1,0.032,-0.016,-0.048,-0.008,0.041,-0.031,0.043,0.191,0.041,0.0,0.006,0.07
1,0.039,0.022,-0.018,-0.03,0.029,0.002,0.066,0.218,0.072,0.018,0.034,0.088
1,0.096,0.083,-0.014,-0.089,0.055,0.034,0.091,0.253,0.114,0.064,0.057,0.125
1,0.1,0.103,0.002,-0.102,0.049,0.052,0.065,0.281,0.139,0.113,0.097,0.151
1,0.141,0.143,0.002,-0.142,0.069,0.072,0.076,0.295,0.168,0.134,0.124,0.181
1,0.186,0.171,-0.015,-0.179,0.101,0.078,0.079,0.303,0.189,0.168,0.159,0.207
1,0.204,0.219,0.014,-0.212,0.095,0.116,0.057,0.279,0.194,0.192,0.198,0.236
1,0.167,0.202,0.036,-0.185,0.065,0.119,0.045,0.236,0.189,0.187,0.186,0.248
1,0.169,0.192,0.023,-0.181,0.073,0.107,0.033,0.195,0.175,0.176,0.177,0.233
1,0.159,0.176,0.016,-0.168,0.071,0.096,0.023,0.148,0.135,0.132,0.148,0.185
1,0.093,0.107,0.014,-0.1,0.039,0.06,0.013,0.098,0.099,0.089,0.09,0.138
1,0.06,0.06,0.0,-0.06,0.029,0.03,0.006,0.05,0.07,0.052,0.047,0.105
1,0.044,0.031,-0.013,-0.038,0.028,0.009,-0.001,0.024,0.028,0.008,0.026,0.069
1,0.064,0.045,-0.019,-0.054,0.041,0.013,-0.009,0.015,0.01,-0.003,0.016,0.053
1,0.034,0.004,-0.03,-0.019,0.032,-0.013,-0.016,0.002,0.009,-0.017,0.002,0.049
1,0.013,-0.028,-0.041,0.008,0.027,-0.034,-0.021,-0.007,0.005,-0.036,-0.014,0.043
1,0.023,-0.007,-0.029,-0.008,0.026,-0.018,-0.019,-0.017,0.002,-0.035,-0.03,0.037
1,0.026,0.002,-0.024,-0.014,0.025,-0.011,-0.021,-0.025,0.0,-0.035,-0.036,0.035
1,0.016,-0.002,-0.018,-0.007,0.017,-0.01,-0.019,-0.035,-0.003,-0.036,-0.039,0.035
1,-0.022,-0.032,-0.009,0.027,-0.006,-0.02,-0.021,-0.039,-0.011,-0.035,-0.044,0.035
1,-0.003,-0.025,-0.022,0.014,0.009,-0.023,-0.019,-0.04,-0.019,-0.032,-0.045,0.035
1,0.005,-0.02,-0.026,0.008,0.016,-0.023,-0.017,-0.04,-0.029,-0.045,-0.045,0.035
1,0.006,-0.017,-0.023,0.006,0.015,-0.02,-0.033,-0.038,-0.035,-0.052,-0.047,0.035
1,0.018,-0.001,-0.019,-0.009,0.019,-0.01,-0.035,-0.055,-0.051,-0.049,-0.047,0.035
1,-0.014,-0.031,-0.017,0.023,0.002,-0.024,-0.029,-0.056,-0.055,-0.047,-0.045,0.035
1,-0.03,-0.044,-0.014,0.038,-0.008,-0.029,-0.028,-0.045,-0.046,-0.044,-0.045,0.035
1,-0.035,-0.026,0.009,0.031,-0.022,-0.008,-0.022,-0.039,-0.044,-0.045,-0.04,0.035
1,-0.031,-0.022,0.009,0.026,-0.02,-0.006,-0.02,-0.03,-0.038,-0.041,-0.04,0.035
1,-0.017,-0.031,-0.014,0.024,-0.001,-0.022,-0.02,-0.026,-0.035,-0.038,-0.039,0.035
1,0.032,-0.004,-0.035,-0.014,0.033,-0.02,-0.02,-0.021,-0.029,-0.036,-0.033,0.035
1,0.061,0.02,-0.042,-0.041,0.051,-0.011,-0.02,-0.019,-0.024,-0.032,-0.028,0.035
1,0.052,0.012,-0.039,-0.032,0.045,-0.013,-0.02,-0.014,-0.019,-0.031,-0.022,0.035
1,0.035,-0.005,-0.04,-0.015,0.038,-0.022,-0.02,-0.011,-0.013,-0.027,-0.017,0.036
1,0.035,-0.005,-0.04,-0.015,0.038,-0.022,-0.022,-0.009,-0.007,-0.025,-0.009,0.039
1,0.053,0.01,-0.043,-0.032,0.048,-0.016,-0.025,-0.014,-0.007,-0.025,-0.026,0.035
1,0.021,-0.024,-0.045,0.002,0.033,-0.035,-0.025,-0.017,-0.011,-0.022,-0.047,0.035
1,0.008,-0.031,-0.039,0.011,0.024,-0.034,-0.025,-0.012,-0.01,-0.018,-0.044,0.034
1,0.007,-0.028,-0.035,0.011,0.021,-0.031,-0.028,-0.005,-0.01,-0.023,-0.045,0.029
1,0.014,-0.043,-0.057,0.015,0.036,-0.05,-0.03,0.0,-0.01,-0.039,-0.041,0.03
1,0.045,-0.023,-0.067,-0.01,0.056,-0.045,-0.034,-0.009,-0.012,-0.037,-0.039,0.028
1,0.044,-0.02,-0.064,-0.011,0.055,-0.042,-0.035,-0.021,-0.019,-0.03,-0.042,0.023
1,0.02,-0.044,-0.064,0.013,0.042,-0.054,-0.03,-0.033,-0.016,-0.029,-0.045,0.02
1,0.017,-0.05,-0.067,0.017,0.042,-0.058,-0.03,-0.038,-0.014,-0.021,-0.045,0.017
1,0.017,-0.042,-0.059,0.013,0.039,-0.051,-0.029,-0.034,-0.016,-0.022,-0.045,0.012
1,0.019,-0.04,-0.059,0.011,0.039,-0.049,-0.025,-0.035,-0.013,-0.027,-0.045,0.01
1,0.048,-0.034,-0.082,-0.007,0.065,-0.057,-0.025,-0.032,-0.025,-0.025,-0.045,0.015
1,0.05,-0.03,-0.08,-0.01,0.065,-0.055,-0.027,-0.029,-0.041,-0.024,-0.048,0.015
1,0.046,-0.033,-0.079,-0.006,0.062,-0.056,-0.031,-0.031,-0.04,-0.022,-0.051,0.016
1,0.045,-0.037,-0.081,-0.004,0.063,-0.059,-0.029,-0.035,-0.04,-0.017,-0.054,0.02
1,0.047,-0.029,-0.077,-0.009,0.062,-0.053,-0.03,-0.036,-0.04,-0.034,-0.057,0.02
1,0.07,-0.006,-0.075,-0.031,0.073,-0.04,-0.03,-0.034,-0.039,-0.047,-0.06,0.018
1,0.042,-0.03,-0.071,-0.006,0.057,-0.05,-0.025,-0.032,-0.043,-0.045,-0.059,0.015
1,0.009,-0.06,-0.069,0.025,0.039,-0.064,-0.026,-0.028,-0.045,-0.043,-0.054,0.012
1,0.023,-0.044,-0.067,0.011,0.045,-0.055,-0.023,-0.036,-0.045,-0.039,-0.051,0.009
1,0.028,-0.034,-0.062,0.003,0.046,-0.048,-0.021,-0.044,-0.049,-0.04,-0.048,0.005
1,0.043,-0.033,-0.076,-0.005,0.06,-0.054,-0.018,-0.039,-0.05,-0.036,-0.043,0.005
1,0.049,-0.037,-0.086,-0.005,0.067,-0.061,-0.028,-0.032,-0.05,-0.029,-0.04,0.01
1,0.058,-0.027,-0.085,-0.015,0.072,-0.056,-0.034,-0.028,-0.038,-0.023,-0.036,0.016
1,0.059,-0.02,-0.08,-0.019,0.07,-0.05,-0.015,-0.022,-0.02,-0.016,-0.029,0.022
1,0.075,0.01,-0.065,-0.042,0.07,-0.027,-0.015,-0.017,-0.007,-0.009,-0.023,0.027
1,0.126,0.069,-0.058,-0.097,0.092,0.006,-0.015,-0.014,0.007,-0.004,-0.016,0.031
1,0.113,0.077,-0.036,-0.095,0.074,0.021,-0.015,-0.007,0.021,-0.001,-0.009,0.028
1,0.136,0.063,-0.073,-0.099,0.104,-0.005,-0.034,-0.007,0.036,0.006,-0.003,0.045
1,0.184,0.081,-0.103,-0.132,0.143,-0.011,-0.041,0.021,0.042,0.023,0.018,0.06
1,0.175,0.1,-0.075,-0.137,0.125,0.012,-0.039,0.015,0.029,0.031,0.031,0.053
1,0.166,0.059,-0.107,-0.112,0.136,-0.024,-0.041,-0.019,0.018,0.014,0.027,0.043
1,0.132,0.028,-0.104,-0.08,0.118,-0.038,-0.039,-0.029,0.003,-0.014,-0.002,0.017
1,0.108,0.005,-0.104,-0.056,0.106,-0.049,-0.041,-0.052,-0.02,-0.048,-0.047,-0.017
1,0.079,-0.036,-0.116,-0.021,0.098,-0.075,-0.032,-0.049,-0.046,-0.066,-0.074,-0.036
1,0.056,-0.032,-0.088,-0.012,0.073,-0.06,-0.027,-0.054,-0.051,-0.065,-0.077,-0.034
1,0.047,-0.043,-0.09,-0.001,0.069,-0.066,-0.018,-0.031,-0.034,-0.064,-0.079,-0.029
1,0.023,-0.066,-0.089,0.021,0.056,-0.077,-0.01,-0.051,-0.035,-0.067,-0.086,-0.024
1,0.028,-0.068,-0.096,0.02,0.062,-0.081,0.017,0.02,-0.022,-0.061,-0.082,-0.04
1,0.074,0.045,-0.029,-0.059,0.051,0.008,0.096,0.245,0.151,0.083,0.013,-0.003
1,0.396,0.307,-0.089,-0.352,0.242,0.109,-0.036,0.341,0.539,0.475,0.345,0.238
1,0.706,0.413,-0.293,-0.559,0.5,0.06,-0.43,-0.267,0.332,0.483,0.513,0.464
1,0.423,0.177,-0.246,-0.3,0.334,-0.034,-0.704,-1.28,-0.464,-0.085,0.239,0.402
1,0.13,-0.035,-0.166,-0.047,0.148,-0.1,-0.621,-1.202,-0.604,-0.315,0.013,0.251
1,0.114,-0.029,-0.142,-0.042,0.128,-0.085,-0.33,-0.544,-0.298,-0.189,-0.054,0.124
1,0.046,-0.028,-0.074,-0.008,0.06,-0.051,-0.103,-0.216,-0.119,-0.119,-0.079,0.032
1,0.111,0.009,-0.102,-0.059,0.106,-0.047,-0.023,-0.04,-0.038,-0.067,-0.07,0.02
1,0.104,0.0,-0.104,-0.052,0.104,-0.052,-0.003,-0.03,-0.033,-0.054,-0.071,-0.005
1,0.021,-0.069,-0.09,0.024,0.056,-0.079,0.019,-0.011,-0.017,-0.054,-0.065,-0.025
1,0.059,-0.047,-0.107,-0.006,0.083,-0.077,0.026,0.012,-0.019,-0.048,-0.062,-0.024
1,0.056,-0.041,-0.097,-0.007,0.077,-0.069,0.025,0.023,-0.011,-0.042,-0.058,-0.027
1,0.087,-0.017,-0.104,-0.035,0.096,-0.06,0.023,0.025,-0.004,-0.038,-0.054,-0.029
1,0.099,-0.008,-0.106,-0.045,0.103,-0.057,0.02,0.027,0.004,-0.032,-0.043,-0.031
1,0.081,-0.026,-0.107,-0.027,0.094,-0.067,0.02,0.041,-0.002,-0.029,-0.062,-0.028
1,0.107,-0.007,-0.114,-0.05,0.111,-0.06,0.024,0.039,-0.008,-0.024,-0.082,-0.025
1,0.054,-0.029,-0.083,-0.012,0.068,-0.056,0.036,0.041,0.008,-0.02,-0.072,-0.02
1,0.027,-0.047,-0.074,0.01,0.051,-0.06,0.041,0.035,-0.013,-0.032,-0.068,-0.018
1,0.044,-0.059,-0.103,0.007,0.074,-0.081,0.039,0.054,-0.016,-0.035,-0.061,-0.014
1,0.034,-0.053,-0.087,0.009,0.061,-0.069,0.043,0.071,0.009,-0.026,-0.054,-0.009
1,0.063,-0.019,-0.082,-0.022,0.073,-0.05,0.059,0.071,0.015,-0.023,-0.048,-0.019
1,0.068,-0.021,-0.089,-0.023,0.078,-0.055,0.066,0.094,0.023,-0.013,-0.041,-0.017
1,0.071,-0.015,-0.086,-0.027,0.078,-0.05,0.071,0.116,0.029,-0.001,-0.029,-0.007
1,0.081,-0.003,-0.085,-0.039,0.083,-0.044,0.085,0.141,0.046,0.01,-0.017,-0.001
1,0.115,0.029,-0.086,-0.072,0.1,-0.028,0.083,0.173,0.065,0.015,0.004,0.008
1,0.131,0.054,-0.077,-0.092,0.104,-0.011,0.1,0.2,0.075,0.043,0.03,0.025
1,0.113,0.098,-0.015,-0.105,0.064,0.041,0.116,0.248,0.124,0.098,0.065,0.079
1,0.154,0.142,-0.012,-0.148,0.083,0.065,0.105,0.274,0.162,0.13,0.096,0.108
1,0.189,0.158,-0.031,-0.173,0.11,0.063,0.099,0.277,0.169,0.154,0.128,0.134
1,0.228,0.215,-0.013,-0.221,0.121,0.1,0.093,0.276,0.2,0.192,0.168,0.179
1,0.219,0.213,-0.006,-0.215,0.112,0.103,0.079,0.232,0.18,0.189,0.172,0.182
1,0.198,0.189,-0.009,-0.193,0.103,0.09,0.057,0.178,0.154,0.173,0.166,0.176
1,0.194,0.152,-0.042,-0.173,0.118,0.055,0.046,0.131,0.139,0.145,0.138,0.156
1,0.115,0.093,-0.022,-0.104,0.068,0.035,0.036,0.084,0.093,0.08,0.087,0.112
1,0.107,0.07,-0.037,-0.088,0.072,0.017,0.039,0.045,0.066,0.055,0.037,0.064
1,0.107,0.023,-0.085,-0.065,0.096,-0.031,0.049,0.015,0.002,0.0,-0.003,0.036
1,0.106,0.028,-0.078,-0.067,0.092,-0.025,0.012,-0.008,0.025,0.02,-0.025,0.026
1,0.09,0.021,-0.069,-0.055,0.079,-0.023,-0.014,-0.009,-0.023,-0.027,-0.036,-0.008
1,0.069,0.0,-0.069,-0.034,0.069,-0.035,-0.001,-0.026,0.0,0.024,-0.041,-0.058
1,0.086,0.004,-0.081,-0.044,0.083,-0.038,0.001,-0.001,-0.025,0.242,-0.046,-0.098
1,0.022,-0.031,-0.054,0.005,0.038,-0.042,-0.001,0.107,-0.149,0.143,-0.035,-0.12
2,0.004,0.138,0.134,-0.072,-0.065,0.136,-0.123,0.088,0.143,0.192,0.083,0.088
2,-0.02,0.116,0.136,-0.048,-0.078,0.125,-0.102,0.066,0.113,0.156,0.057,0.063
2,-0.053,0.092,0.145,-0.02,-0.1,0.118,-0.082,0.043,0.069,0.107,0.013,0.022
2,-0.056,0.089,0.145,-0.017,-0.101,0.117,-0.078,0.046,0.054,0.088,-0.006,0.002
2,-0.062,0.083,0.145,-0.011,-0.104,0.114,-0.07,0.045,0.056,0.084,-0.008,-0.001
2,-0.065,0.076,0.142,-0.006,-0.104,0.108,-0.064,0.044,0.053,0.079,-0.012,0.0
2,-0.061,0.078,0.139,-0.008,-0.101,0.108,-0.058,0.046,0.05,0.073,-0.016,0.0
2,-0.061,0.08,0.141,-0.009,-0.101,0.11,-0.052,0.041,0.05,0.067,-0.019,0.0
2,-0.064,0.081,0.145,-0.009,-0.105,0.113,-0.05,0.041,0.048,0.062,-0.024,0.0
2,-0.061,0.092,0.154,-0.016,-0.108,0.123,-0.05,0.039,0.044,0.059,-0.027,0.0
2,-0.057,0.096,0.153,-0.02,-0.105,0.124,-0.05,0.043,0.042,0.06,-0.025,-0.003
2,-0.055,0.094,0.15,-0.019,-0.103,0.121,-0.049,0.059,0.039,0.056,-0.025,-0.006
2,-0.055,0.095,0.15,-0.02,-0.103,0.122,-0.051,0.055,0.036,0.055,-0.022,-0.001
2,-0.052,0.095,0.146,-0.022,-0.1,0.121,-0.054,0.047,0.034,0.055,-0.019,0.001
2,-0.05,0.095,0.144,-0.023,-0.098,0.12,-0.058,0.041,0.028,0.049,-0.021,0.005
2,-0.055,0.09,0.145,-0.018,-0.1,0.117,-0.06,0.034,0.02,0.044,-0.024,0.01
2,-0.05,0.09,0.14,-0.02,-0.095,0.115,-0.061,0.029,0.012,0.039,-0.027,0.007
2,-0.051,0.089,0.14,-0.019,-0.095,0.114,-0.065,0.02,0.004,0.033,-0.03,0.001
2,-0.056,0.084,0.141,-0.014,-0.099,0.112,-0.064,0.012,-0.004,0.027,-0.032,-0.004
2,-0.053,0.086,0.139,-0.016,-0.096,0.112,-0.06,0.003,-0.018,0.027,-0.037,-0.009
2,-0.06,0.083,0.142,-0.011,-0.101,0.112,-0.056,-0.005,-0.032,0.03,-0.04,-0.016
2,-0.063,0.072,0.135,-0.005,-0.099,0.103,-0.054,-0.015,-0.03,0.03,-0.033,-0.019
2,-0.073,0.064,0.137,0.005,-0.105,0.1,-0.049,-0.023,-0.022,0.03,-0.026,-0.01
2,-0.073,0.019,0.092,0.027,-0.082,0.056,-0.046,-0.013,-0.016,0.03,-0.019,0.006
2,-0.05,-0.032,0.019,0.041,-0.034,-0.006,-0.042,0.0,-0.009,0.03,-0.012,0.018
2,-0.058,-0.067,-0.009,0.063,-0.024,-0.038,-0.032,0.011,-0.003,0.037,-0.004,0.031
2,-0.058,-0.104,-0.045,0.081,-0.006,-0.074,-0.021,0.026,0.003,0.047,0.004,0.043
2,-0.042,-0.105,-0.062,0.074,0.01,-0.083,-0.008,0.03,0.005,0.051,0.012,0.05
2,-0.048,-0.121,-0.072,0.085,0.012,-0.096,-0.002,0.032,0.005,0.053,0.019,0.052
2,-0.067,-0.17,-0.103,0.119,0.018,-0.136,-0.001,0.036,0.008,0.056,0.025,0.054
2,-0.062,-0.189,-0.127,0.125,0.033,-0.157,0.0,0.031,0.011,0.065,0.037,0.064
2,-0.049,-0.183,-0.134,0.117,0.042,-0.158,0.003,0.027,0.009,0.066,0.039,0.068
2,-0.056,-0.175,-0.119,0.116,0.032,-0.147,0.006,0.024,0.005,0.057,0.032,0.059
2,-0.053,-0.17,-0.117,0.112,0.032,-0.143,0.002,0.021,0.0,0.051,0.028,0.052
2,-0.067,-0.159,-0.092,0.113,0.013,-0.125,0.0,0.016,-0.004,0.044,0.021,0.045
2,-0.067,-0.134,-0.067,0.101,0.0,-0.1,0.0,0.016,-0.008,0.037,0.016,0.036
2,-0.044,-0.129,-0.085,0.087,0.021,-0.106,-0.004,0.02,-0.014,0.037,0.019,0.042
2,-0.049,-0.139,-0.09,0.094,0.021,-0.115,-0.005,0.02,-0.013,0.04,0.031,0.047
2,-0.045,-0.138,-0.093,0.092,0.024,-0.115,-0.005,0.02,-0.01,0.035,0.035,0.044
2,-0.053,-0.149,-0.096,0.102,0.021,-0.122,-0.01,0.02,-0.01,0.035,0.035,0.046
2,-0.061,-0.157,-0.096,0.109,0.018,-0.126,-0.01,0.02,-0.01,0.035,0.035,0.045
2,-0.039,-0.152,-0.113,0.095,0.038,-0.132,-0.011,0.016,-0.009,0.035,0.031,0.045
2,-0.052,-0.151,-0.099,0.101,0.024,-0.125,-0.016,0.009,-0.011,0.036,0.025,0.044
2,-0.068,-0.137,-0.068,0.103,0.0,-0.102,-0.014,0.003,-0.017,0.032,0.02,0.04
2,-0.058,-0.103,-0.046,0.081,-0.006,-0.074,-0.018,-0.004,-0.028,0.023,0.014,0.04
2,-0.05,-0.083,-0.033,0.067,-0.008,-0.058,-0.032,-0.011,-0.038,0.012,0.009,0.04
2,-0.034,-0.075,-0.041,0.055,0.004,-0.058,-0.034,-0.016,-0.039,0.002,0.004,0.041
2,-0.042,-0.021,0.022,0.031,-0.032,0.001,-0.041,-0.032,-0.056,-0.006,-0.002,0.033
2,-0.055,0.028,0.083,0.014,-0.069,0.055,-0.051,-0.044,-0.067,-0.012,-0.009,0.018
2,-0.047,0.032,0.079,0.008,-0.063,0.055,-0.052,-0.046,-0.064,-0.019,-0.016,0.005
2,-0.048,0.036,0.085,0.006,-0.067,0.06,-0.055,-0.049,-0.064,-0.026,-0.022,-0.003
2,-0.051,0.035,0.087,0.007,-0.069,0.061,-0.058,-0.052,-0.073,-0.033,-0.029,-0.009
2,-0.055,0.052,0.107,0.001,-0.081,0.079,-0.061,-0.054,-0.087,-0.037,-0.027,-0.016
2,-0.043,0.073,0.116,-0.016,-0.08,0.095,-0.056,-0.057,-0.084,-0.042,-0.025,-0.023
2,-0.052,0.075,0.128,-0.012,-0.09,0.101,-0.055,-0.059,-0.09,-0.044,-0.025,-0.029
2,-0.067,0.075,0.142,-0.004,-0.105,0.108,-0.055,-0.063,-0.098,-0.041,-0.02,-0.027
2,-0.059,0.075,0.134,-0.008,-0.097,0.104,-0.055,-0.065,-0.095,-0.038,-0.021,-0.022
2,-0.057,0.076,0.132,-0.01,-0.095,0.104,-0.055,-0.069,-0.093,-0.036,-0.019,-0.019
2,-0.052,0.074,0.126,-0.012,-0.089,0.1,-0.057,-0.07,-0.09,-0.032,-0.015,-0.016
2,-0.054,0.071,0.125,-0.009,-0.089,0.097,-0.059,-0.067,-0.087,-0.029,-0.015,-0.011
2,-0.057,0.068,0.126,-0.006,-0.091,0.097,-0.055,-0.062,-0.085,-0.032,-0.015,-0.011
2,-0.059,0.065,0.124,-0.004,-0.092,0.095,-0.055,-0.059,-0.085,-0.036,-0.015,-0.015
2,-0.063,0.063,0.126,-0.001,-0.095,0.094,-0.053,-0.056,-0.085,-0.035,-0.014,-0.015
2,-0.065,0.059,0.124,0.003,-0.095,0.091,-0.049,-0.051,-0.085,-0.035,-0.026,-0.015
2,-0.063,0.063,0.126,-0.001,-0.095,0.094,-0.05,-0.051,-0.085,-0.035,-0.032,-0.015
2,-0.064,0.065,0.129,0.0,-0.097,0.097,-0.05,-0.055,-0.084,-0.035,-0.027,-0.015
2,-0.065,0.065,0.13,0.0,-0.098,0.097,-0.05,-0.055,-0.087,-0.036,-0.025,-0.019
2,-0.064,0.065,0.13,-0.001,-0.097,0.097,-0.05,-0.059,-0.09,-0.034,-0.021,-0.021
2,-0.058,0.072,0.13,-0.007,-0.094,0.101,-0.05,-0.06,-0.09,-0.038,-0.02,-0.024
2,-0.052,0.077,0.13,-0.012,-0.092,0.103,-0.049,-0.056,-0.093,-0.042,-0.016,-0.026
2,-0.06,0.071,0.131,-0.005,-0.096,0.101,-0.051,-0.051,-0.098,-0.036,-0.007,-0.03
2,-0.048,0.099,0.147,-0.026,-0.098,0.123,-0.058,-0.047,-0.099,-0.031,-0.001,-0.028
2,-0.049,0.069,0.118,-0.01,-0.084,0.093,-0.05,-0.044,-0.083,-0.025,0.006,-0.003
2,-0.057,-0.002,0.056,0.029,-0.057,0.027,-0.04,-0.039,-0.071,-0.02,0.015,0.021
2,-0.052,-0.018,0.034,0.035,-0.043,0.008,-0.034,-0.034,-0.068,-0.017,0.023,0.027
2,-0.058,-0.042,0.016,0.05,-0.037,-0.013,-0.027,-0.03,-0.064,-0.013,0.032,0.035
2,-0.059,-0.047,0.012,0.052,-0.035,-0.017,-0.021,-0.025,-0.061,-0.01,0.039,0.038
2,-0.07,-0.047,0.023,0.059,-0.047,-0.012,-0.014,-0.022,-0.056,-0.005,0.042,0.035
2,-0.062,-0.055,0.007,0.058,-0.034,-0.024,-0.009,-0.018,-0.054,-0.003,0.045,0.035
2,-0.048,-0.053,-0.006,0.05,-0.02,-0.029,-0.004,-0.014,-0.047,0.005,0.049,0.033
2,-0.043,-0.082,-0.039,0.062,-0.002,-0.06,0.002,-0.01,-0.042,0.008,0.049,0.029
2,-0.017,-0.057,-0.04,0.037,0.012,-0.049,0.006,-0.005,-0.035,0.005,0.05,0.03
2,-0.011,-0.039,-0.028,0.026,0.008,-0.033,0.01,-0.003,-0.031,0.005,0.05,0.034
2,-0.005,-0.017,-0.012,0.011,0.004,-0.014,0.015,0.019,-0.025,0.003,0.05,0.037
2,-0.011,0.098,0.109,-0.044,-0.06,0.103,0.012,0.018,-0.023,0.0,0.05,0.023
2,-0.005,0.152,0.157,-0.074,-0.081,0.154,0.0,-0.017,-0.041,0.0,0.05,0.02
